filename,title,prefix,namespace_uri,description,parse_success,metadata_completeness_pct,class_count,property_count,axiom_count,annotation_coverage_pct,comment_coverage_pct,has_license,has_version,has_creators,has_embedded_doi,paper_count,top_paper_titles,top_paper_urls,paper_match_types,web_result_count,top_web_titles,top_web_urls,web_result_types
sao,Stream Annotation Ontology,sao,http://iot.ee.surrey.ac.uk/citypulse/ontologies/sao/sao#,"Representing IoT data streams is an important requirement in semantic stream data applications, as well as in knowledge-based environments for Smart Cities. SAO aims to semantically represent the features of a data stream defining the specifications of an information model on top of Semantic Sensor Networks (SSN), PROV-O and TimeLine Ontologies, and involves connections with the Complex Event Processing Ontology and Quality Ontology.",True,53.8,0,0,0,0.0,0.0,True,False,False,False,0,,,,1,Stream Annotation Ontology,http://iot.ee.surrey.ac.uk/citypulse/ontologies/sao/sao#,other:1
saref,SAREF: the Smart Applications REFerence ontology,saref,https://saref.etsi.org/core/,"SAREF specifies the recurring core concepts in the Smart Applications domain, the main relationships between these concepts, and axioms to constrain the usage of these concepts and relationships.",True,76.9,73,72,0,100.0,0.0,True,True,True,False,3,Making heterogeneous smart home data interoperable with the SAREF ontology | SAREF4INMA: A SAREF extension for the industry and manufacturing domain | An ontology-based innovative energy modeling framework for scalable and adaptable building digital twins,https://openalex.org/W4312883639 | https://openalex.org/W3092751640 | https://openalex.org/W4382310422,exact_ontology:3,10,"SAREF: the Smart Applications REFerence ontology | SAREF: the Smart Applications REFerence ontology | StandICT.eu | core/Device - saref.etsi.org | core/State - saref.etsi.org | Smart Applications REFerence Ontology, and extensions",https://saref.etsi.org/core/ | https://saref.etsi.org/core/v3.2.1/ | https://saref.etsi.org/core/v4.1.1/ | https://akswnc7.informatik.uni-leipzig.de/dstreitmatter/archivo/saref.etsi.org/core/2024.03.05-230828/core_type=generatedDocu.html | https://saref.etsi.org/core/v3.1.1/,"documentation:1, other:8, paper:1"
s4agri,SAREF4AGRI: an extension of SAREF for the agriculture and food domain,s4agri,https://saref.etsi.org/saref4agri/,"Estension of SAREF for the agriculture and food domain. Extends SAREF for agriculture with classes for sensors, platforms, crop yield, livestock, and irrigation. Aligned with SSN, SOSA, GeoSPARQL, ICAR, Plant Ontology, and AEF. Defined in ETSI TS?103?410?6.",True,76.9,31,23,0,100.0,0.0,True,True,True,False,0,,,,9,SAREF4AGRI: an extension of SAREF for the agriculture and food domain | SAREF4AGRI: an extension of SAREF for the agriculture and food domain SAREF4AGRI: an extension of SAREF for the agriculture and food domain | saref4agri/Platform | SAREF4AGRI: AN EXTENSION OF SAREF TO THE AGRIFOOD DOMAIN | SAREF4AGRI: extension for the Smart Agriculture and Food Chain domains | StandICT.eu,https://saref.etsi.org/saref4agri/ | https://saref.etsi.org/saref4agri/v2.1.1/ | https://saref.etsi.org/saref4agri/v1.1.2/ | https://akswnc7.informatik.uni-leipzig.de/dstreitmatter/archivo/saref.etsi.org/saref4agri/2020.10.18-214439/saref4agri_type=generatedDocu.html | https://saref.etsi.org/saref4agri/Platform,"documentation:1, other:7, paper:1"
s4auto,SAREF4AUTO: an extension of SAREF for the automotive domain,s4auto,https://saref.etsi.org/saref4auto/,"Estension of SAREF for the automotive domain. For all the entities described in the technical specification ETSI TS 103 410-7, it is indicated whether they are defined in the SAREF4AUTO extension or elsewhere by the prefix included before their identifier, i.e. if the element is defined in SAREF4AUTO, the prefix is s4auto, while if the element is reused from another ontology, it is indicated by a prefix according to the Namespace Declarations section.",True,76.9,57,14,0,100.0,0.0,True,True,True,False,0,,,,6,SAREF4AUTO: an extension of SAREF for the automotive domain | saref4auto/Standalone | saref4auto/Vehicle | SAREF extension for automotive,https://saref.etsi.org/saref4auto/ | https://saref.etsi.org/saref4auto/v2.1.1/ | https://bioregistry.io/registry/saref.auto | https://saref.etsi.org/saref4auto/Standalone | https://saref.etsi.org/saref4auto/Vehicle,other:6
s4bldg,SAREF4BLDG: an extension of SAREF for the building domain,s4bldg,https://w3id.org/def/saref4bldg,"Extension of SAREF for the building domain based on the ISO 16739 standard (IFC). SAREF4BLDG is meant to enable the (currently missing) interoperability among various actors (architects, engineers, consultants, contractors, and product component manufacturers, among others) and applications managing building information involved in the different phases of the building life cycle (Planning and Design, Construction, Commissioning, Operation, Retrofitting/Refurbishment/Reconfiguration, and Demolition/Recycling). By using SAREF4BLDG, smart appliances from manufacturers that support the IFC data model will easily communicate with each other. Towards this aim, SAREF4BLDG should be used to annotate (or generate) neutral device descriptions to be shared among various stakeholders.",True,76.9,68,87,0,100.0,0.0,True,True,True,False,0,,,,8,SAREF4BLDG: an extension of SAREF for the building domain | saref.etsi.org/saref4bldg/v2.1.1/saref4bldg.ttl | saref.etsi.org/saref4bldg/v2.1.1/saref4bldg.rdf | saref.etsi.org/saref4bldg/v2.1.1/saref4bldg.n3 | saref.etsi.org/saref4bldg/v2.1.1/saref4bldg.nt,https://w3id.org/def/saref4bldg | https://saref.etsi.org/saref4bldg/v2.1.1/ | https://saref.etsi.org/saref4bldg/v2.1.1/saref4bldg.ttl | https://saref.etsi.org/saref4bldg/v2.1.1/saref4bldg.rdf | https://saref.etsi.org/saref4bldg/v2.1.1/saref4bldg.n3,"documentation:1, github_repo:1, official_namespace:1, other:5"
s4city,SAREF4CITY: an extension of SAREF for the Smart City domain,s4city,https://saref.etsi.org/saref4city/,"Estension of SAREF for the Smart Cities domain. Adds urban concepts to SAREF including event, public service, KPI, city object, spatial area, and measurement. Captures smart city use cases like eHealth, parking, street lighting, mobility, and air quality, per ETSI TS?103?410?4.",True,76.9,26,27,0,100.0,0.0,True,True,True,False,0,,,,8,SAREF4CITY: an extension of SAREF for the Smart City domain | SAREF extension for Smart City - ETSI | saref4city/Facility | saref.etsi.org/saref4city/v2.1.1/saref4city.nt | SAREF4CITY: extension for the Smart Cities domain - StandICT.eu,https://saref.etsi.org/saref4city/ | https://saref.etsi.org/saref4city/v2.1.1/ | https://saref.etsi.org/saref4city/v1.1.2/ | https://saref.etsi.org/saref4city/Facility | https://saref.etsi.org/saref4city/v2.1.1/saref4city.nt,"documentation:2, other:6"
s4ehaw,SAREF4EHAW: an extension of SAREF for eHealth Ageing Well domain,s4ehaw,https://saref.etsi.org/saref4ehaw/,"Estension of SAREF for eHealth Ageing Well domain. It has the following modules: HealthActor module that models eHealth system actors, i.e. caregivers, patients, users, helpers and responsibility parties; Ban module that models Body Area Networks or BANs; HealthDevice module that models health devices, e.g. sensors and actuators; FunctionalDevice module that models functional devices: Those devices are non-purely eHealth/ageing-well devices that can be used for modelling/detecting activities or behaviours of patients/users, like for example beacons that can detect indoor positioning of a patient in a house; Function module that models observation and actuation functions (via the Command class), as well as observations.",True,76.9,28,22,0,100.0,0.0,True,True,True,False,0,,,,10,SAREF4EHAW: an extension of SAREF for eHealth Ageing Well domain | SAREF4EHAW: an extension of SAREF for eHealth Ageing Well domain | NCBO BioPortal | SAREF4EHAW: an extension of SAREF for eHealth Ageing Well domainSAREF4EHAW: an extension of SAREF for eHealth Ageing Well ...SAREF4EHAW: an extension of SAREF for eHealth Ageing Well domainBioregistry - SAREF4EHAW: an extension of SAREF for eHealth ...SAREF4EHAW-compliant knowledge discovery and reasoning for ... | Bioregistry - SAREF4EHAW: an extension of SAREF for eHealth Ageing Well domain | saref4ehaw/Patient,https://saref.etsi.org/saref4ehaw/ | https://saref.etsi.org/saref4ehaw/v1.1.1/ | https://saref.etsi.org/saref4ehaw/v2.1.1/ | https://bioportal.bioontology.org/ontologies/S4EHAW?p=widgets | https://terminology.tib.eu/ts/ontologies/s4ehaw/terms,other:10
s4ener,SAREF for Energy Flexibility,s4ener,https://saref.etsi.org/saref4ener/,"Extension of SAREF to enable the interconnection of (different) data models. Extends SAREF to model demand-response scenarios for smart homes. Defines classes for flexibility in energy loads, control events, device states, and slots, enabling semantic interconnection of appliances and energy management systems. Complies with ETSI TS?103?410?1 and CENELEC standards",True,76.9,102,173,0,100.0,0.0,True,True,True,False,0,,,,9,SAREF for Energy Flexibility | saref4ener/Average | SAREF4ENER: an extension of SAREF for the energy domain created in collaboration with Energy@Home and EEBus associations | Extending the SAREF4ENER Ontology with Flexibility Based on FlexOffers | (PDF) Extending the SAREF4ENER Ontology with Flexibility ...,https://saref.etsi.org/saref4ener/ | https://saref.etsi.org/saref4ener/v2.1.1/ | https://saref.etsi.org/saref4ener/v1.2.1/ | https://saref.etsi.org/saref4ener/Average | https://saref.etsi.org/saref4ener/v1.1.2/,"documentation:1, other:5, paper:3"
s4envi,SAREF4ENVI: an extension of SAREF for the Environment domain,s4envi,https://saref.etsi.org/saref4envi/,"Extension of SAREF for the environment domain (light polution). Enhances SAREF with environmental and light pollution concepts. Introduces classes for photometers, light properties, measurement interfaces, and communication protocols. Built per ETSI TS?103?410?2 with expert input from the STARS4ALL project.",True,76.9,102,34,0,100.0,0.0,True,True,True,False,0,,,,7,SAREF4ENVI: an extension of SAREF for the Environment domain | SAREF extension for environment - ETSISAREF4ENVI | Summary | AgroPortalETSI - SAREF PortalETSI releases three new SAREF ontology specifications for ...The SAREF Pipeline and Portal—An Ontology Verification ...The ETSI SAREF Ontology for Smart Applications: A Long Path ... | SAREF4ENVI | Summary | AgroPortal | SAREF4ENVI: extension for the Environment domain | StandICT.eu | BioportalWebUi,https://saref.etsi.org/saref4envi/ | https://saref.etsi.org/saref4envi/v2.1.1/ | https://saref.etsi.org/saref4envi/v1.1.2/ | https://agroportal.eu/ontologies/SAREF4ENVI | https://standict.eu/standards-repository/saref4envi-extension-environment-domain,"documentation:1, other:6"
s4grid,SAREF4GRID: an extension of SAREF for the Smart Grid domain,s4grid,https://saref.etsi.org/saref4grid/,"Estension of SAREF for the Smart Grid. Models smart grid entities such as meters, network interfaces, activity calendars, firmware, schedules, breaker states, and actions. Designed for grid management, demand control, and remote meter interaction under ETSI TS?103?410?12",True,76.9,46,72,0,100.0,0.0,True,True,True,False,0,,,,5,SAREF4GRID: an extension of SAREF for the Smart Grid domain | saref.etsi.org/saref4grid/v2.1.1/saref4grid.n3 | SAREF extension for smart grid,https://saref.etsi.org/saref4grid/ | https://saref.etsi.org/saref4grid/v2.1.1/ | https://bioregistry.io/registry/saref.grid | https://saref.etsi.org/saref4grid/v2.1.1/saref4grid.n3 | https://saref.etsi.org/saref4grid/v1.1.1/,other:5
s4inma,SAREF4INMA: an extension of SAREF for the industry and manufacturing domain,s4inma,https://saref.etsi.org/saref4inma/,"Estension of SAREF for the industry and manufacturing domain. Models industry and manufacturing domain aspects within SAREF. Defines categories for production equipment, materials, deployments, and processes. Supports traceability of factory items and aligns with RAMI?4.0 standards, as specified in ETSI TS?103?410?5.",True,76.9,26,26,0,100.0,0.0,True,True,True,False,1,SAREF4INMA: A SAREF extension for the industry and manufacturing domain,https://openalex.org/W3092751640,exact_ontology:1,7,SAREF4INMA: an extension of SAREF for the industry and manufacturing domain | Bioregistry - SAREF4INMA: an extension of SAREF for the industry and manufacturing domain | an extension of SAREF for the industry and manufacturing domain | saref.etsi.org/saref4inma/v2.1.1/saref4inma.ttl | Vapour Report,https://saref.etsi.org/saref4inma/ | https://bioregistry.io/registry/saref.industry | https://saref.etsi.org/saref4inma/v1.1.2/ | https://saref.etsi.org/saref4inma/v2.1.1/saref4inma.ttl | http://linkeddata.uriburner.com:8000/vapour?uri=https://saref.etsi.org/saref4inma/,"documentation:1, other:5, paper:1"
s4lift,SAREF4WEAR: an extension of SAREF for the Smart Lifts domain,s4lift,https://saref.etsi.org/saref4lift/,"Estension of SAREF for the Smart Lift. Introduces concepts for elevators including systems, connections, alarms, sensors, and maintenance states. Represents lift domain scenarios based on industrial use cases, formalized in ETSI TS?103?410?11.",True,76.9,28,29,0,100.0,0.0,True,True,True,False,0,,,,10,SAREF4WEAR: an extension of SAREF for the Smart Lifts domain | SAREF extension for Smart Lifts | saref4lift/ElectricalConnectionPoint | saref.etsi.org | saref.etsi.org/saref4lift/v2.1.1/saref4lift.nt,https://saref.etsi.org/saref4lift/ | https://saref.etsi.org/saref4lift/v2.1.1/ | https://saref.etsi.org/saref4lift/v1.1.1/ | https://saref.etsi.org/saref4lift/ElectricalConnectionPoint | https://saref.etsi.org/saref4lift/v2.1.1/saref4lift.n3,other:10
s4syst,SAREF4SYST: an extension of SAREF for typology of systems and their inter-connections,s4syst,https://saref.etsi.org/saref4syst/,Extension of SAREF for typology of systems and their inter-connections,True,76.9,3,9,0,100.0,0.0,True,True,True,False,0,,,,10,SAREF4SYST: an extension of SAREF for typology of systems and their inter-connections | SAREF4SYST: an extension of SAREF for typology of systems and their inter-connections SAREF4SYST: an extension of SAREF for typology of systems and their inter-connections | Bioregistry - SAREF4SYST: an extension of SAREF for typology of systems and their inter-connections | saref4syst/Connection | SAREF4SYST patterns for systems and sub-systems,https://saref.etsi.org/saref4syst/ | https://saref.etsi.org/saref4syst/v1.1.2/ | https://akswnc7.informatik.uni-leipzig.de/dstreitmatter/archivo/saref.etsi.org/saref4syst/2021.11.04-194155/saref4syst_type=pyLodeDoc.html | https://akswnc7.informatik.uni-leipzig.de/dstreitmatter/archivo/saref.etsi.org/saref4syst/2020.06.24-122509/saref4syst_type=generatedDocu.html | https://bioregistry.io/registry/saref.system,"documentation:1, other:8, paper:1"
s4watr,SAREF4WATR: an extension of SAREF for the water domain,s4watr,https://saref.etsi.org/saref4watr/,"Estension of SAREF for the Water domain. Extends SAREF with water-system semantics, defining tariffs, water use, infrastructure assets, devices, meters, and environmental features like aquifers and channels. Based on ETSI TS?103?410?10.",True,76.9,59,26,0,100.0,0.0,True,True,True,False,0,,,,5,SAREF4WATR: an extension of SAREF for the water domain | SAREF extension for water | saref4watr/WaterProperty | Linked Open Vocabularies,https://saref.etsi.org/saref4watr/ | https://saref.etsi.org/saref4watr/v2.1.1/ | https://saref.etsi.org/saref4watr/v1.1.1/ | https://saref.etsi.org/saref4watr/WaterProperty | https://lov.linkeddata.es/dataset/lov/vocabs/s4watr,"documentation:1, other:4"
s4wear,SAREF4WEAR: an extension of SAREF for the Wearables domain,s4wear,https://saref.etsi.org/saref4wear/,"Estension of SAREF for the wearables domain. Defines wearable device and sensor concepts, including user health monitoring and event detection. Built modularly for healthcare, open-air events, and indoor tracking, as per ETSI TS?103?410?9.",True,76.9,39,25,0,100.0,0.0,True,True,True,False,0,,,,8,SAREF4WEAR: an extension of SAREF for the Wearables domain | SAREF4WEAR: an extension of SAREF for Wearables | saref4wear/Wearable | saref.etsi.org/saref4wear/v2.1.1/saref4wear.n3 | SAREF4WEAR: extension for the Wearables domain | StandICT.eu,https://saref.etsi.org/saref4wear/ | https://saref.etsi.org/saref4wear/v2.1.1/ | https://terminology.tib.eu/ts/ontologies/s4wear | https://saref.etsi.org/saref4wear/v1.1.1/ | https://saref.etsi.org/saref4wear/Wearable,"documentation:1, other:7"
sbeo,SBEO: Smart Building Evacuation Ontology,sbeo,https://w3id.org/sbeo#,"The core SBEO covers the concepts related to the geometry of building, devices and components of the building, route graphs correspondent to the building topology, users’ characteristics and preferences, situational awareness of both building (hazard detection, status of spaces (or routes) in terms of availability and occupancy) and users (tracking, management of groups, status in terms of fitness), and emergency evacuation.",True,76.9,244,83,0,100.0,0.0,True,True,True,False,1,SBEO: Smart Building Evacuation Ontology,https://openalex.org/W4296879500,exact_ontology:1,8,SBEO: Smart Building Evacuation Ontology | (PDF) SBEO: Smart Building Evacuation Ontology | GitHub - qasimkhalid/SBEO: Smart Building Evacuation Ontology | SBEO: Smart Building Evacuation Ontology - ResearchGate | SBEO: Smart Building Evacuation Ontology - GitHub Pages,https://w3id.org/sbeo# | https://htmlpreview.github.io/?https://raw.githubusercontent.com/qasimkhalid/SBEO/v0.3/docs/index.html | http://elib.mi.sanu.ac.rs/files/journals/csis/59/csisn59p51-76.pdf | https://www.researchgate.net/publication/363815613_SBEO_Smart_Building_Evacuation_Ontology | https://burjcdigital.urjc.es/items/fdc19a19-c5e4-433b-8201-0b909e73a58d,"documentation:2, github_repo:1, official_namespace:1, other:1, paper:3"
sbim,SemanticBIM Ontology,sbim,,The sbim ontology represents data about a two storey building generated through the process of translating of RDF data into the IFC data model.,True,38.5,0,0,0,0.0,0.0,False,False,False,False,0,,,,0,,,
sbonto,Ontology of smart building,sbonto,,"basic knowledge about a smart building, at the building level. The notion of the smart building is applied to any building equipped with computer and communication technology, which can automatically respond to internal or external stimuli.",True,38.5,0,0,0,0.0,0.0,False,False,False,True,1,Sensors for smart building,https://openalex.org/W2878078197,exact_ontology:1,5,(PDF) SBOnto: Ontology of smart building | SBONTO: ONTOLOGY OF SMART BUILDING - ResearchGate | SBOnto: ONTOLOGY OF SMART BUILDING - Semantic Scholar | The SBOnto ontology-main tree. | Download Scientific Diagram | GitHub - gooner22/SBOnto: SBOnto a simple onto written in education purposes,https://www.researchgate.net/publication/320566429_SBOnto_Ontology_of_smart_building | https://www.researchgate.net/profile/Martin-Zacek/publication/320566429_SBOnto_Ontology_of_smart_building/links/5a843554a6fdcc201b9de6e4/SBOnto-Ontology-of-smart-building.pdf | https://www.semanticscholar.org/paper/SBOnto:-ONTOLOGY-OF-SMART-BUILDING-Žáček-Janošek/080ac56f30f4b83f1367540d7f5c510b5948a771 | https://www.researchgate.net/figure/The-SBOnto-ontology-main-tree_fig1_320566429 | https://github.com/gooner22/SBOnto,"github_repo:1, paper:4"
sd,Sensor Data ontology,sd,http://bimerr.iot.linkeddata.es/def/sensor-data#,The Sensor Data ontology has been developed to represent measurements generated by sensors located inside building spaces. It also includes specific concepts and properties to model sensors and actuators records that follow the SenML standard. This model allows the representation of resolved and unresolved records if required.,True,76.9,10,16,0,100.0,0.0,True,True,True,False,3,Sense and Sens'ability: Semantic Data Modelling for Sensor Networks | Embedding Semantic Product Memories in the web of things | A Design of Sensor Data Ontology for a Large Scale Crop Growth Environment System,https://openalex.org/W2167403742 | https://openalex.org/W2145385056 | https://openalex.org/W2203745358,exact_ontology:3,3,Sensor Data ontology | bimerr.iot.linkeddata.es/def/sensor-data/ontology.xml,http://bimerr.iot.linkeddata.es/def/sensor-data# | https://bimerr.iot.linkeddata.es/def/sensor-data/ontology.xml | https://bimerr.iot.linkeddata.es/def/sensor-data/,documentation:3
seas,SEAS Ontology,seas,https://w3id.org/seas/seas-1.1,"A modular OWL ontology modeling energy systems and devices in buildings. It reuses standards and supports extensibility for gas, water, and more. Designed following best practices, it underpins applications using RDF vocabularies and linked infrastructure",True,76.9,0,0,0,0.0,0.0,True,True,True,False,1,Planned ETSI SAREF Extensions based on the W3C&OGC SOSA/SSN-compatible SEAS Ontology Paaerns,https://openalex.org/W2768658028,exact_ontology:1,4,SEAS Ontology | BARTOC.org: SEAS ontology | SEAS Ontology - akswnc7.informatik.uni-leipzig.de | SEAS Ontology - École des Mines de Saint-Étienne,https://w3id.org/seas/seas-1.1 | https://bartoc.org/en/node/18262 | https://akswnc7.informatik.uni-leipzig.de/dstreitmatter/archivo/w3id.org/seas/2021.09.04-111150/seas_type=pyLodeDoc.html | https://ci.mines-stetienne.fr/seas/index.html,"official_namespace:1, other:3"
sero,Steel Element Reuse Ontology,sero,,"An ontology assessing reusability of steel beams in audits. It captures material properties, structural conditions, lifecycle data, and reuse criteria, supporting circular construction practices based on literature, interviews, and structured coding",True,46.2,0,0,0,0.0,0.0,False,False,False,False,3,A steel element reuse ontology for building audits in circular construction | A Conceptual Framework for Enabling Structural Steel Reuse Utilizing Circular Economy in Modular Construction,https://openalex.org/W4408149145 | https://openalex.org/W4401880810 | https://openalex.org/W4414981456,"exact_ontology:2, reuse_application:1",0,,,
sml,"EN 17632-1:2022 / EN 17632-2:2024 - BIM Semantic modelling and linking (SML) - Normative classes and properties (RDFS, OWL, and SHACL)",sml,https://w3id.org/sml/def#,"Defines the normative RDFS, OWL, and SHACL classes and properties for construction digital data, promoting consistent semantic modeling and validation following CEN/TC?442 standards for interoperability across lifecycle information.",True,46.2,53,37,0,0.0,0.0,False,False,False,False,1,SML: Semantic Machine Learning Model Ontology,https://openalex.org/W4387850645,exact_ontology:1,1,SML – Semantic Modelling and Linking,https://w3id.org/sml/def#,official_namespace:1
sosa,"Sensor, Observation, Sample, and Actuator (SOSA) Ontology",sosa,http://www.w3.org/ns/sosa/,"The Semantic Sensor Network (SSN) ontology is an ontology for describing sensors and their observations, the involved procedures, the studied features of interest, the samples used to do so, and the observed properties, as well as actuators. SSN follows a horizontal and vertical modularization architecture by including a lightweight but self-contained core ontology called SOSA (Sensor, Observation, Sample, and Actuator) for its elementary classes and properties. With their different scope and different degrees of axiomatization, SSN and SOSA are able to support a wide range of applications and use cases, including satellite imagery, large-scale scientific monitoring, industrial and household infrastructures, social sensing, citizen science, observation-driven ontology engineering, and the Web of Things. Both ontologies are described below, and examples of their usage are given.",True,69.2,16,23,0,100.0,0.0,True,False,True,False,5,"Weather data publication on the LOD using SOSA/SSN ontology | The modular SSN ontology: A joint W3C and OGC standard specifying the semantics of sensors, observations, sampling, and actuation | Connected Traffic Data Ontology (CTDO) for Intelligent Urban Traffic Systems Focused on Connected (Semi) Autonomous Vehicles | A Semantic Digital Twin-Driven Framework for Multi-Source Data Integration in Forest Fire Prediction and Response | SOSA: A lightweight ontology for sensors, observations, samples, and actuators",https://openalex.org/W3023730298 | https://openalex.org/W2889161681 | https://openalex.org/W3027760363 | https://openalex.org/W4415719731 | https://openalex.org/W2803689195,exact_ontology:5,4,"Sensor, Observation, Sample, and Actuator (SOSA) Ontology | [1805.09979] SOSA: A Lightweight Ontology for Sensors ...SOSA: A Lightweight Ontology for Sensors, Observations ...SOSA: A lightweight ontology for sensors, observations ...Sensor, Observation, Sample, and Actuator (SOSA) OntologySensor, Observation, Sample, and Actuator (SOSA) OntologySOSA: A lightweight ontology for sensors, observations ...",http://www.w3.org/ns/sosa/ | https://enterpriseintegrationlab.github.io/icity/SSN/doc/index-en.html | https://datascientiafoundation.github.io/LiveKnowledge/datasets/sensor-observation-sample-and-actuator-sosa-ontology/ | https://arxiv.org/abs/1805.09979,"documentation:2, other:1, paper:1"
ssn,Semantic Sensor Network Ontology,ssn,http://www.w3.org/ns/ssn/,"The Semantic Sensor Network (SSN) ontology is an ontology for describing sensors and their observations, the involved procedures, the studied features of interest, the samples used to do so, and the observed properties, as well as actuators. SSN follows a horizontal and vertical modularization architecture by including a lightweight but self-contained core ontology called SOSA (Sensor, Observation, Sample, and Actuator) for its elementary classes and properties. With their different scope and different degrees of axiomatization, SSN and SOSA are able to support a wide range of applications and use cases, including satellite imagery, large-scale scientific monitoring, industrial and household infrastructures, social sensing, citizen science, observation-driven ontology engineering, and the Web of Things",True,76.9,11,16,0,100.0,0.0,True,True,True,False,9,Implementing the draft W3C semantic sensor network ontology | The Semantic Sensor Network Ontology: A Generic Language to Describe Sensor Assets | The SSN ontology of the W3C semantic sensor network incubator group | The stimulus-sensor-observation ontology design pattern and its integration into the semantic sensor network ontology | Semantic sensor network ontology based decision support system for forest fire management,https://openalex.org/W1966397415 | https://openalex.org/W46000349 | https://openalex.org/W2102802363 | https://openalex.org/W2407444278 | https://openalex.org/W4297042567,exact_ontology:9,1,Semantic Sensor Network Ontology,http://www.w3.org/ns/ssn/,other:1
stg,STG: Scan-to-Graph,stg,https://github.com/JWerbrouck/scan-to-graph/blob/master/stg.ttl,"A framework called ï¿½scan-to-graphï¿½ (STG) is proposed to integrate the concepts of scan-to-BIM with Semantic Web technologies, as these could provide answers to the above-mentioned challenges, most notably on documentation of uncertainties, sources and modelling decisions, element classification and cross-discipline information linking.",True,61.5,12,13,0,0.0,0.0,False,True,False,False,0,,,,1,scan-to-graph/stg.ttl at master · JWerbrouck/scan-to-graph,https://github.com/JWerbrouck/scan-to-graph/blob/master/stg.ttl,github_repo:1
tempo,Data Template Ontology (TempO),tempo,https://w3id.org/tempo#,The Data Template (DT) Ontology is based on concepts and principles for creating templates from ISO 23387 and the associated XML data schema,True,69.2,28,46,0,59.7,0.0,True,True,True,False,0,,,,8,Data Template Ontology (TempO) Orcid logo Orcid logo Orcid logo Orcid logo | Data Template Ontology (TempO) | TempO - Temporal Ontology | GitHub - hroptatyr/tempo: a lightweight ontology for describing temporal validity and efficacy | TemPO : towards a conceptualisation of pathology in speech ...,https://w3id.org/tempo# | https://rub-informatik-im-bauwesen.github.io/ir-ontologies/tempo/tempo.html | http://www.fresse.org/tempo/ | https://www.fresse.org/tempo/ | https://github.com/hroptatyr/tempo,"documentation:1, github_repo:1, official_namespace:1, other:3, paper:2"
th-actor,Users and Preference Information,th-actor,https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/ActorOntology.owl#,An ontology describing user information and preferences for a Smart Home System. Part of ThinkHome ontologies. It is an OWL model representing user comfort preferences within a smart home. It supports multi-value schedules and aligns with energy optimization use cases.,True,61.5,60,21,0,37.5,0.0,False,True,False,False,0,,,,3,Users and Preference Information | Research Unit Automation Systems | This web provides a catalogue of ontologies useful for smart city data.,https://www.auto.tuwien.ac.at/index.php/research-fields/ontology/users-and-preference-information | https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/ActorOntology.owl# | https://smartcity.linkeddata.es/ontologies/www.auto.tuwien.ac.atdownloadsthinkhomeontologyActorOntology.owl.html,documentation:3
th-building,Architecture and Building Physics Information Ontology,th-building,https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/BuildingOntology.owl#,"An ontology representing building information (e.g. structure, material, architecture) for Smart Home Systems. It originates from the ThinkHome project and supports semantic modelling of buildings and their physical characteristics for analysis, control, and integration in intelligent building environments.",True,61.5,880,439,0,36.7,0.0,False,True,False,False,0,,,,1,Research Unit Automation Systems,https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/BuildingOntology.owl#,documentation:1
th-energy,Energy and Resource Information,th-energy,https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/EnergyResourceOntology.owl#,"Models energy usage and resource flows in smart home systems with versioned OWL ontologies, capturing consumption metrics, device interactions, and resource dependencies to support intelligent energy management.",True,61.5,710,120,0,58.6,0.0,False,True,False,False,0,,,,2,Energy and Resource Information | Research Unit Automation Systems,https://www.auto.tuwien.ac.at/index.php/research-fields/ontology/energy-and-resource-information | https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/EnergyResourceOntology.owl#,documentation:2
th-process,User Behavior and Building Process Information,th-process,https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/ProcessOntology.owl#,An ontology from the ThinkHome project capturing user occupancy parameters and interactions with building systems. It models behavioral patterns and process information to support energy efficiency and adaptive control.,True,61.5,240,40,0,33.0,0.0,False,True,False,False,0,,,,3,User Behavior and Building Process Information | Research Unit Automation Systems | This web provides a catalogue of ontologies useful for smart city data.,https://www.auto.tuwien.ac.at/index.php/research-fields/ontology/user-behavior-and-building-process-information | https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/ProcessOntology.owl# | https://smartcity.linkeddata.es/ontologies/www.auto.tuwien.ac.atdownloadsthinkhomeontologyProcessOntology.owl.html,documentation:3
th-sharedvoc,Buildling Ontology Shared Vocabulary,th-sharedvoc,https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/BuildingOntologySharedVocabulary.owl,Shared vocabulary created to support and extend the ThinkHome building ontology. It provides common terminology for building related concepts enabling alignment and reuse across smart home and building information ontologies originating from the same ontology family.,True,53.8,37,5,0,69.4,0.0,False,True,False,False,0,,,,2,Research Unit Automation Systems | This web provides a catalogue of ontologies useful for smart city data.,https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/BuildingOntologySharedVocabulary.owl | https://smartcity.linkeddata.es/ontologies/www.auto.tuwien.ac.atdownloadsthinkhomeontologyBuildingOntologySharedVocabulary.owl.html,documentation:2
